"","Player","Position","MIN","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS","GameId"
"7331","R. Andrus","F",7,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,341
"8331","L. Worthington","F",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,341
"9331","J. Toolson","G",6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,341
"10313","F. Bartley","IVG",15,1,2,0,1,2,4,1,4,5,0,0,0,2,4,4,341
"11276","A. Winder","G",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,341
"12207","S. Halford","G",20,4,9,3,6,0,0,0,3,3,3,0,0,2,2,11,341
"1556","L. Worthington","F",13,1,2,0,0,0,0,1,1,2,0,0,0,1,2,2,342
"2336","N. Austin","F",26,1,3,1,1,3,4,3,6,9,3,0,2,1,2,6,342
"3336","C. Fischer","G",31,4,9,4,8,5,5,0,3,3,5,1,0,2,3,17,342
"4336","K. Collinsworth","G",13,3,6,0,1,0,0,1,1,2,1,1,0,5,3,6,342
"5336","T. Haws","G",33,7,13,2,5,5,6,0,3,3,1,3,1,4,3,21,342
"7332","D. Nixon","F",7,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,342
"8332","I. Neilson","F",11,2,3,0,0,6,7,1,0,1,0,0,0,0,0,10,342
"9332","J. Sharp","F",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
"10314","C. Kaufusi","C",6,0,1,0,0,0,0,1,0,1,0,0,0,1,3,0,342
"11277","J. Toolson","G",4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,342
"12208","F. Bartley","IVG",4,1,2,0,1,1,2,0,1,1,0,0,0,1,0,3,342
"13133","A. Winder","G",24,4,7,2,4,2,3,0,6,6,2,1,0,0,1,12,342
"14105","S. Halford","G",24,5,7,2,3,6,6,0,0,0,7,0,0,2,3,18,342
"1557","L. Worthington","F",16,3,7,0,0,1,2,1,3,4,0,1,0,0,2,7,343
"2337","N. Austin","F",30,4,4,0,0,0,0,2,9,11,0,2,0,0,2,8,343
"3337","C. Fischer","G",28,7,12,4,7,1,1,0,2,2,1,1,0,2,1,19,343
"4337","K. Collinsworth","G",17,2,5,0,0,1,4,3,5,8,6,1,0,4,3,5,343
"5337","T. Haws","G",30,6,11,1,4,5,6,0,4,4,5,2,0,1,0,18,343
"7333","D. Nixon","F",7,2,3,0,0,0,0,0,0,0,1,0,0,0,1,4,343
"8333","R. Andrus","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
"9333","I. Neilson","F",6,2,5,0,1,0,1,1,1,2,1,0,0,0,2,4,343
"10315","J. Sharp","F",5,1,1,0,0,1,2,1,0,1,0,0,0,0,3,3,343
"11278","C. Kaufusi","C",12,2,4,0,0,1,3,3,1,4,0,0,0,1,2,5,343
"12209","J. Toolson","G",10,1,1,1,1,0,0,1,2,3,1,1,0,1,0,3,343
"13134","F. Bartley","IVG",4,1,1,0,0,0,1,0,1,1,2,0,0,0,0,2,343
"14106","A. Winder","G",18,4,9,1,4,0,0,0,5,5,2,1,0,0,2,9,343
"1558","S. Halford","G",16,2,6,0,3,0,0,0,0,0,3,0,0,2,0,4,343
"1559","L. Worthington","F",13,6,7,0,0,0,1,4,0,4,0,2,0,3,2,12,344
"2338","N. Austin","F",11,0,0,0,0,0,0,0,3,3,0,1,0,0,2,0,344
"3338","C. Fischer","G",16,4,9,0,4,2,4,0,3,3,3,0,0,2,1,10,344
"4338","T. Haws","G",17,3,10,0,2,7,7,1,2,3,1,0,0,2,2,13,344
"5338","S. Halford","G",2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,344
"7334","D. Nixon","F",17,4,9,0,2,2,2,1,2,3,2,1,0,1,0,10,344
"8334","R. Andrus","F",16,1,2,0,1,1,2,1,2,3,1,0,0,0,1,3,344
"9334","I. Neilson","F",16,5,8,0,1,3,6,5,2,7,2,4,0,1,4,13,344
"10316","J. Sharp","F",10,2,2,0,0,0,0,3,1,4,1,1,1,0,0,4,344
"11279","C. Kaufusi","C",10,0,0,0,0,5,9,0,4,4,1,0,0,2,1,5,344
"12210","J. Toolson","G",25,5,9,5,8,0,0,0,7,7,4,4,0,1,2,15,344
"13135","F. Bartley","IVG",16,2,3,0,0,0,0,0,6,6,7,4,2,3,0,4,344
"14107","J. Ellis","G",16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,344
"1560","A. Winder","G",15,4,7,0,2,2,2,0,0,0,1,2,2,1,2,10,344
"1561","L. Worthington","F",8,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,345
"2339","N. Austin","F",26,0,4,0,2,0,0,3,2,5,0,1,0,0,5,0,345
"3339","C. Fischer","G",42,4,13,3,9,0,0,0,1,1,2,1,1,3,2,11,345
"4339","K. Collinsworth","G",45,7,14,1,2,6,8,1,6,7,6,3,0,2,4,21,345
"5339","T. Haws","G",48,9,24,5,9,3,4,2,0,2,1,1,0,4,1,26,345
"7335","D. Nixon","F",6,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,345
"8335","I. Neilson","F",22,4,7,2,5,2,2,1,3,4,1,0,2,0,1,12,345
"9335","C. Kaufusi","C",15,1,3,0,0,1,4,2,2,4,0,0,1,0,4,3,345
"10317","J. Toolson","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345
"11280","F. Bartley","IVG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
"12211","A. Winder","G",37,5,12,2,3,2,4,2,3,5,1,0,0,0,3,14,345
"1562","L. Worthington","F",8,2,3,0,0,0,0,1,0,1,0,0,0,1,1,4,346
"2340","N. Austin","F",17,1,1,0,0,2,2,1,6,7,3,0,0,0,1,4,346
"3340","C. Fischer","G",23,10,14,10,13,0,0,0,0,0,3,1,0,0,2,30,346
"4340","K. Collinsworth","G",21,4,10,0,0,6,7,3,5,8,6,3,0,3,1,14,346
"5340","T. Haws","G",16,6,7,1,2,6,6,1,0,1,3,0,0,0,2,19,346
"7336","D. Nixon","F",16,3,5,0,2,1,1,0,3,3,1,0,1,1,3,7,346
"8336","R. Andrus","F",3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,346
"9336","I. Neilson","F",15,2,5,1,1,0,0,2,3,5,0,0,0,0,2,5,346
"10318","J. Sharp","F",7,0,0,0,0,1,2,1,1,2,0,2,0,0,2,1,346
"11281","C. Kaufusi","C",12,2,4,0,0,4,5,4,2,6,0,0,2,3,2,8,346
"12212","J. Toolson","G",12,3,9,2,5,0,0,0,2,2,1,0,0,0,0,8,346
"13136","F. Bartley","IVG",11,0,1,0,1,0,0,0,2,2,3,0,0,1,2,0,346
"14108","J. Ellis","G",5,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,346
"1563","A. Winder","G",24,7,11,2,3,2,3,1,7,8,3,2,1,2,3,18,346
"1610","S. Halford","G",10,1,4,1,2,0,0,1,0,1,4,2,0,3,2,3,346
"1564","L. Worthington","F",20,0,1,0,0,3,4,1,2,3,1,1,0,1,5,3,347
"2341","N. Austin","F",23,2,2,0,0,3,4,3,3,6,1,1,0,0,5,7,347
"3341","C. Fischer","G",38,2,11,2,11,1,2,0,3,3,2,1,0,3,1,7,347
"4341","K. Collinsworth","G",40,3,10,0,1,3,4,1,3,4,8,6,1,4,4,9,347
"5341","T. Haws","G",40,9,19,1,3,13,14,0,5,5,2,0,3,2,0,32,347
"7337","D. Nixon","F",6,1,2,1,1,0,0,1,0,1,0,0,0,0,3,3,347
"8337","I. Neilson","F",13,2,5,0,1,0,0,1,2,3,0,0,2,0,4,4,347
"9337","C. Kaufusi","C",9,1,2,0,0,0,2,1,3,4,0,0,1,0,4,2,347
"10319","F. Bartley","IVG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"11282","A. Winder","G",34,7,9,3,3,1,2,0,1,1,0,0,0,0,3,18,347
"12213","S. Halford","G",2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,347
"1565","I. Neilson","F",8,0,1,0,0,0,0,2,1,3,0,0,0,1,1,0,348
"2342","N. Austin","F",23,0,0,0,0,0,0,0,2,2,1,1,0,2,2,0,348
"3342","C. Fischer","G",27,7,12,4,8,2,3,0,3,3,2,0,0,3,2,20,348
"4342","K. Collinsworth","G",23,3,5,1,1,4,5,1,3,4,5,3,0,4,2,11,348
"5342","T. Haws","G",31,10,15,4,8,2,2,2,2,4,4,0,0,2,1,26,348
"7338","D. Nixon","F",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,348
"8338","L. Worthington","F",16,0,0,0,0,1,2,1,1,2,0,1,0,0,3,1,348
"9338","J. Sharp","F",11,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,348
"10320","J. Toolson","G",6,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,348
"11283","F. Bartley","IVG",14,2,2,0,0,0,1,2,1,3,4,1,0,0,1,4,348
"12214","J. Ellis","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
"13137","A. Winder","G",20,7,11,3,4,2,2,2,3,5,1,2,0,3,3,19,348
"14109","S. Halford","G",19,3,8,3,6,0,0,0,2,2,4,0,0,3,1,9,348
"1566","L. Worthington","F",25,2,6,0,0,0,2,3,3,6,0,0,0,0,4,4,349
"2343","N. Austin","F",31,1,4,0,2,3,4,3,6,9,1,1,0,0,2,5,349
"3343","C. Fischer","G",17,1,9,1,5,0,0,1,2,3,1,1,0,0,1,3,349
"4343","K. Collinsworth","G",33,5,12,0,2,10,10,4,6,10,4,3,1,2,1,20,349
"5343","T. Haws","G",32,10,19,3,8,12,13,2,4,6,2,1,0,2,3,35,349
"7339","I. Neilson","F",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,349
"8339","J. Sharp","F",9,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,349
"9339","C. Kaufusi","C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
"10321","F. Bartley","IVG",2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,349
"11284","A. Winder","G",29,6,10,1,4,4,4,0,3,3,3,2,0,2,4,17,349
"12215","S. Halford","G",20,0,2,0,2,4,4,1,3,4,2,1,0,0,4,4,349
"1567","L. Worthington","F",12,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,350
"2344","N. Austin","F",10,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,350
"3344","C. Fischer","G",32,6,11,4,9,4,5,1,4,5,5,3,0,3,2,20,350
"4344","K. Collinsworth","G",35,8,14,1,2,2,4,2,10,12,10,1,2,6,1,19,350
"5344","T. Haws","G",34,9,17,2,5,10,10,2,5,7,1,1,0,1,2,30,350
"7340","D. Nixon","F",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,350
"8340","R. Andrus","F",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,350
"9340","I. Neilson","F",1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,350
"10322","J. Sharp","F",2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,350
"11285","C. Kaufusi","C",16,1,1,0,0,2,2,2,2,4,0,1,0,2,3,4,350
"12216","J. Toolson","G",7,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,350
"13138","F. Bartley","IVG",6,0,1,0,1,2,2,0,1,1,0,0,0,1,1,2,350
"14110","J. Ellis","G",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,350
"1568","A. Winder","G",31,4,10,2,6,1,2,1,4,5,6,2,1,2,3,11,350
"1611","S. Halford","G",10,0,2,0,1,2,2,0,2,2,0,0,0,1,3,2,350
"1569","L. Worthington","F",12,0,1,0,0,2,2,1,1,2,1,1,0,1,2,2,351
"2345","N. Austin","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
"3345","C. Fischer","G",22,1,5,1,5,0,0,0,0,0,1,0,0,1,4,3,351
"4345","K. Collinsworth","G",38,7,15,1,2,2,5,1,8,9,5,1,1,2,2,17,351
"5345","T. Haws","G",39,9,22,3,5,2,3,2,6,8,1,0,1,2,3,23,351
"7341","I. Neilson","F",10,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,351
"8341","J. Sharp","F",7,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,351
"9341","C. Kaufusi","C",18,1,3,0,0,0,0,1,0,1,0,1,0,0,3,2,351
"10323","F. Bartley","IVG",10,1,3,0,1,0,0,1,0,1,0,0,0,1,1,2,351
"11286","A. Winder","G",32,4,8,2,5,0,0,2,2,4,2,2,0,0,3,10,351
"12217","S. Halford","G",12,1,4,0,1,0,0,0,2,2,2,3,0,0,0,2,351
"1570","L. Worthington","F",18,0,2,0,0,2,2,0,1,1,0,1,0,1,4,2,352
"2346","I. Neilson","F",26,5,9,4,5,1,2,1,5,6,0,2,1,0,4,15,352
"3346","T. Haws","G",31,5,10,1,2,8,10,2,5,7,5,1,0,4,1,19,352
"4346","C. Fischer","G",33,4,8,4,7,1,2,0,0,0,4,0,0,1,3,13,352
"5346","K. Collinsworth","G",19,1,2,0,0,0,0,0,2,2,2,1,0,4,4,2,352
"7342","D. Nixon","F",13,2,2,1,1,0,0,1,3,4,0,0,0,0,1,5,352
"8342","C. Kaufusi","C",14,2,3,0,0,2,2,2,2,4,0,1,0,4,4,6,352
"9342","F. Bartley","IVG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"10324","A. Winder","G",25,4,7,1,3,0,1,0,5,5,2,1,0,1,2,9,352
"11287","S. Halford","G",20,2,3,1,1,0,0,2,3,5,3,1,0,1,2,5,352
"1571","I. Neilson","F",23,2,5,0,1,2,2,2,4,6,0,0,2,1,3,6,353
"2347","L. Worthington","F",23,1,1,0,0,3,4,1,1,2,0,0,0,1,3,5,353
"3347","C. Fischer","G",31,6,14,2,6,2,2,1,0,1,3,2,0,3,1,16,353
"4347","K. Collinsworth","G",34,6,12,0,0,3,4,3,7,10,7,2,0,5,3,15,353
"5347","T. Haws","G",33,8,15,3,7,5,7,1,2,3,4,0,0,0,1,24,353
"7343","D. Nixon","F",8,0,3,0,1,0,0,3,1,4,1,0,0,0,0,0,353
"8343","C. Kaufusi","C",8,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,353
"9343","J. Toolson","G",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,353
"10325","A. Winder","G",27,3,8,1,5,6,10,0,4,4,2,0,0,2,0,13,353
"11288","S. Halford","G",10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,353
"1572","I. Neilson","F",14,2,4,0,2,0,0,2,3,5,0,1,1,2,1,4,354
"2348","L. Worthington","F",24,1,3,0,0,0,0,1,1,2,1,0,1,1,2,2,354
"3348","C. Fischer","G",35,3,12,2,8,0,0,0,1,1,2,2,0,1,1,8,354
"4348","K. Collinsworth","G",39,5,12,0,0,8,11,5,10,15,4,3,0,3,2,18,354
"5348","T. Haws","G",27,2,9,0,3,0,1,0,3,3,2,0,0,0,0,4,354
"7344","D. Nixon","F",8,0,2,0,1,0,0,0,1,1,1,1,0,1,1,0,354
"8344","C. Kaufusi","C",21,2,2,0,0,2,2,1,0,1,0,2,1,0,3,6,354
"9344","J. Toolson","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
"10326","F. Bartley","IVG",13,0,0,0,0,2,2,1,2,3,1,0,0,1,0,2,354
"11289","J. Ellis","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
"12218","A. Winder","G",31,7,13,3,7,8,10,1,4,5,0,1,0,1,2,25,354
"13139","S. Halford","G",11,1,2,0,0,6,6,0,1,1,1,0,0,2,1,8,354
"1573","I. Neilson","F",8,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,355
"2349","L. Worthington","F",15,0,1,0,0,2,2,1,1,2,0,1,0,0,5,2,355
"3349","C. Fischer","G",19,2,7,1,6,3,4,1,1,2,1,0,0,2,2,8,355
"4349","K. Collinsworth","G",31,5,11,1,2,2,3,2,8,10,10,1,0,4,1,13,355
"5349","T. Haws","G",33,4,12,0,3,9,9,0,4,4,1,0,0,0,1,17,355
"7345","C. Kaufusi","C",22,2,3,0,0,1,2,3,2,5,0,0,0,1,4,5,355
"8345","J. Toolson","G",15,1,3,1,3,0,0,0,3,3,0,1,0,0,1,3,355
"9345","F. Bartley","IVG",11,1,2,1,2,3,3,1,2,3,1,0,0,1,1,6,355
"10327","A. Winder","G",34,5,14,0,4,7,8,0,3,3,0,1,0,2,2,17,355
"11290","S. Halford","G",12,3,4,3,4,0,0,0,1,1,0,0,0,1,0,9,355
"1574","L. Worthington","F",20,0,2,0,0,0,0,0,2,2,0,0,0,0,3,0,356
"2350","C. Fischer","G",27,5,7,2,3,4,4,1,2,3,2,2,0,2,2,16,356
"3350","A. Winder","G",30,10,14,2,4,0,0,0,2,2,3,2,0,2,2,22,356
"4350","K. Collinsworth","G",32,6,8,0,0,9,13,4,4,8,4,2,2,2,2,21,356
"5350","T. Haws","G",35,8,20,1,5,7,8,1,4,5,6,2,0,1,2,24,356
"7346","D. Nixon","F",4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,356
"8346","I. Neilson","F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
"9346","C. Kaufusi","C",18,1,1,0,0,0,1,2,3,5,1,0,0,0,4,2,356
"10328","J. Toolson","G",9,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,356
"11291","F. Bartley","IVG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
"12219","S. Halford","G",23,3,10,2,6,4,5,1,4,5,6,1,0,1,4,12,356
"1575","L. Worthington","F",16,2,3,0,0,0,0,1,2,3,0,0,0,0,3,4,357
"2351","C. Fischer","G",27,4,9,2,5,4,4,0,3,3,3,0,0,3,1,14,357
"3351","A. Winder","G",17,3,8,2,7,0,1,0,3,3,0,0,0,2,2,8,357
"4351","K. Collinsworth","G",29,3,9,0,0,2,2,4,11,15,6,3,0,2,1,8,357
"5351","T. Haws","G",24,5,9,0,2,4,5,1,2,3,3,1,0,1,0,14,357
"7347","D. Nixon","F",18,0,1,0,1,4,4,0,4,4,1,0,0,0,0,4,357
"8347","R. Andrus","F",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,357
"9347","I. Neilson","F",8,0,1,0,0,1,2,1,1,2,0,0,0,0,2,1,357
"10329","J. Sharp","F",6,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,357
"11292","C. Kaufusi","C",14,0,0,0,0,4,6,1,5,6,0,1,2,1,5,4,357
"12220","J. Toolson","G",16,3,5,2,4,0,0,0,1,1,2,1,0,0,2,8,357
"13140","F. Bartley","IVG",6,2,2,0,0,2,2,0,1,1,0,0,1,0,0,6,357
"14111","J. Ellis","G",4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,357
"1576","S. Halford","G",12,2,3,2,3,2,2,0,0,0,1,0,0,1,0,8,357
"1577","J. Toolson","G",17,4,6,3,4,0,0,1,2,3,1,0,0,0,2,11,358
"2352","C. Fischer","G",23,7,12,6,9,0,0,0,1,1,2,1,0,0,0,20,358
"3352","A. Winder","G",20,5,8,3,6,4,5,0,3,3,4,1,0,2,3,17,358
"4352","K. Collinsworth","G",27,5,7,0,0,2,2,0,12,12,10,1,0,2,2,12,358
"5352","T. Haws","G",28,8,12,3,4,3,4,3,4,7,0,1,0,0,1,22,358
"7348","D. Nixon","F",15,1,3,0,2,2,2,1,1,2,4,0,0,0,1,4,358
"8348","R. Andrus","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
"9348","I. Neilson","F",9,2,3,0,1,0,1,0,2,2,0,0,0,1,1,4,358
"10330","L. Worthington","F",13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,358
"11293","J. Sharp","F",6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,358
"12221","C. Kaufusi","C",15,1,1,0,0,3,5,3,0,3,0,0,0,0,3,5,358
"13141","F. Bartley","IVG",8,0,2,0,2,1,2,0,3,3,1,0,0,0,0,1,358
"14112","J. Ellis","G",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,358
"1578","S. Halford","G",13,0,0,0,0,3,4,0,0,0,0,2,0,3,1,3,358
"1579","L. Worthington","F",17,0,0,0,0,1,2,1,0,1,0,0,0,1,3,1,359
"2353","C. Fischer","G",29,3,9,2,6,0,0,0,1,1,2,0,0,1,2,8,359
"3353","A. Winder","G",36,6,15,2,8,2,2,1,4,5,5,2,0,3,3,16,359
"4353","K. Collinsworth","G",25,1,8,0,3,2,2,1,2,3,2,2,0,3,3,4,359
"5353","T. Haws","G",38,11,22,2,5,2,2,2,4,6,1,1,2,1,0,26,359
"7349","D. Nixon","F",6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,359
"8349","I. Neilson","F",2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,359
"9349","C. Kaufusi","C",18,1,1,0,0,0,0,2,2,4,0,0,1,0,4,2,359
"10331","J. Toolson","G",11,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,359
"11294","F. Bartley","IVG",9,1,1,0,0,0,0,0,2,2,0,0,0,2,1,2,359
"12222","S. Halford","G",9,0,2,0,1,0,0,0,2,2,2,0,0,0,1,0,359
"1580","L. Worthington","F",16,0,0,0,0,0,0,1,1,2,1,0,0,2,3,0,360
"2354","C. Fischer","G",30,6,9,5,8,2,2,1,2,3,4,1,1,0,2,19,360
"3354","A. Winder","G",37,5,14,3,9,2,2,0,3,3,5,2,1,1,1,15,360
"4354","K. Collinsworth","G",30,4,5,0,0,5,8,4,6,10,8,4,0,2,2,13,360
"5354","T. Haws","G",31,9,16,1,4,7,7,2,2,4,3,1,0,3,0,26,360
"7350","D. Nixon","F",2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,360
"8350","I. Neilson","F",3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,360
"9350","J. Sharp","F",5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,360
"10332","C. Kaufusi","C",21,0,3,0,0,0,2,2,2,4,0,0,1,2,3,0,360
"11295","J. Toolson","G",6,1,2,1,2,0,0,0,1,1,0,0,0,1,1,3,360
"12223","S. Halford","G",19,3,6,3,6,0,0,0,1,1,4,2,0,1,1,9,360
"1581","L. Worthington","F",9,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,361
"2355","C. Fischer","G",23,6,11,5,9,1,2,0,2,2,1,0,0,2,3,18,361
"3355","K. Collinsworth","G",38,6,10,0,1,5,6,3,8,11,11,3,1,2,1,17,361
"4355","T. Haws","G",35,8,16,1,1,9,10,1,4,5,3,2,0,2,2,26,361
"5355","S. Halford","G",28,3,7,3,6,6,6,2,2,4,2,0,0,3,3,15,361
"7351","D. Nixon","F",21,1,2,0,0,2,2,1,2,3,0,0,1,1,3,4,361
"8351","R. Andrus","F",7,2,2,1,1,0,0,0,0,0,0,0,0,0,1,5,361
"9351","I. Neilson","F",17,1,1,0,0,2,2,0,3,3,0,0,1,1,4,4,361
"10333","J. Sharp","F",2,1,1,0,0,0,0,1,1,2,0,0,1,0,0,2,361
"11296","C. Kaufusi","C",7,0,0,0,0,2,2,0,1,1,0,0,0,2,4,2,361
"12224","J. Toolson","G",11,0,2,0,2,0,0,0,1,1,1,0,0,1,1,0,361
"13142","F. Bartley","IVG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
"14113","J. Ellis","G",1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,361
"1582","L. Worthington","F",17,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,362
"2356","C. Fischer","G",31,6,15,5,12,2,3,1,4,5,2,0,0,1,2,19,362
"3356","K. Collinsworth","G",28,3,7,0,0,4,4,0,6,6,3,0,0,1,4,10,362
"4356","T. Haws","G",36,9,19,1,4,9,11,4,2,6,3,2,0,3,2,28,362
"5356","S. Halford","G",25,4,7,2,4,2,2,0,2,2,1,1,0,3,3,12,362
"7352","D. Nixon","F",31,1,1,1,1,0,0,0,4,4,2,0,0,4,1,3,362
"8352","R. Andrus","F",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,362
"9352","I. Neilson","F",5,0,1,0,1,0,0,1,0,1,0,2,0,0,3,0,362
"10334","C. Kaufusi","C",17,1,1,0,0,0,0,1,0,1,0,1,1,0,4,2,362
"11297","J. Toolson","G",8,1,2,1,2,0,0,0,1,1,0,0,0,0,2,3,362
"12225","F. Bartley","IVG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
"1583","L. Worthington","F",14,1,1,0,0,2,2,0,2,2,0,0,0,0,4,4,363
"2357","C. Fischer","G",25,3,8,0,3,0,0,0,1,1,1,1,0,2,2,6,363
"3357","A. Winder","G",35,4,12,1,4,0,0,1,3,4,1,2,0,1,3,9,363
"4357","K. Collinsworth","G",29,6,14,0,1,1,2,1,8,9,3,0,0,2,1,13,363
"5357","T. Haws","G",34,5,13,0,2,10,11,0,2,2,3,0,0,2,2,20,363
"7353","D. Nixon","F",13,4,4,0,0,0,0,0,3,3,0,1,0,1,5,8,363
"8353","I. Neilson","F",5,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,363
"9353","C. Kaufusi","C",15,1,3,0,0,0,0,2,2,4,0,0,2,0,3,2,363
"10335","F. Bartley","IVG",1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,363
"11298","S. Halford","G",29,4,7,2,5,2,2,1,2,3,4,2,0,3,1,12,363
"1584","C. Kaufusi","C",22,2,2,0,0,1,3,2,3,5,0,0,2,2,5,5,364
"2358","C. Fischer","G",26,2,10,1,8,1,1,0,2,2,4,1,0,1,1,6,364
"3358","A. Winder","G",28,3,8,0,2,5,8,0,4,4,0,2,0,0,1,11,364
"4358","K. Collinsworth","G",33,4,11,0,0,0,1,2,4,6,5,2,0,1,2,8,364
"5358","T. Haws","G",36,9,20,1,5,9,10,0,4,4,1,3,0,2,0,28,364
"7354","D. Nixon","F",11,0,1,0,0,0,0,2,1,3,2,0,0,1,0,0,364
"8354","R. Andrus","F",5,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,364
"9354","I. Neilson","F",6,1,1,0,0,2,2,1,1,2,0,0,0,0,2,4,364
"10336","L. Worthington","F",9,0,0,0,0,1,2,1,1,2,0,0,0,0,2,1,364
"11299","J. Toolson","G",6,1,3,0,2,0,0,0,2,2,0,0,0,0,2,2,364
"12226","F. Bartley","IVG",3,1,1,0,0,1,2,0,3,3,0,0,0,0,2,3,364
"13143","S. Halford","G",15,2,7,1,3,3,4,0,1,1,2,0,0,1,3,8,364
"1585","D. Nixon","F",21,0,1,0,1,0,0,1,2,3,1,0,2,0,3,0,365
"2359","C. Kaufusi","C",15,0,1,0,0,0,0,0,2,2,0,0,1,1,3,0,365
"3359","A. Winder","G",23,4,8,3,4,2,5,0,4,4,1,2,1,0,0,13,365
"4359","T. Haws","G",29,6,15,2,4,7,7,1,2,3,4,1,0,1,1,21,365
"5359","S. Halford","G",29,4,8,3,5,2,5,0,5,5,7,1,0,2,3,13,365
"7355","R. Andrus","F",12,0,1,0,0,5,6,5,3,8,0,0,0,2,1,5,365
"8355","I. Neilson","F",12,0,2,0,0,0,1,3,6,9,0,1,0,1,4,0,365
"9355","L. Worthington","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,365
"10337","J. Sharp","F",3,1,2,1,2,0,0,0,0,0,0,0,0,0,1,3,365
"11300","J. Toolson","G",10,0,2,0,2,2,2,0,1,1,0,0,0,1,0,2,365
"12227","F. Bartley","IVG",17,1,2,1,2,0,1,0,3,3,3,1,1,1,1,3,365
"13144","J. Ellis","G",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,365
